rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
10196	PPIE	peptidylprolyl isomerase E (cyclophilin E)	1313	105	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10197	PPID	peptidylprolyl isomerase D (cyclophilin D)	1149	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10198	PPIC	peptidylprolyl isomerase C (cyclophilin C)	655	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10199	PPIB	peptidylprolyl isomerase B (cyclophilin B)	667	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10200	PPIAL4G	peptidylprolyl isomerase A (cyclophilin A)-like 4G	497	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10201	PPIAL4F		1159	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10202	PPIAL4E		497	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10203	PPIAL4D	peptidylprolyl isomerase A (cyclophilin A)-like 4D	1159	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10204	PPIAL4C	peptidylprolyl isomerase A (cyclophilin A)-like 4C	47769	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10205	PPIAL4B	peptidylprolyl isomerase A (cyclophilin A)-like 4B	47769	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10206	PPIA	peptidylprolyl isomerase A (cyclophilin A)	516	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10207	PPFIBP1	PTPRF interacting protein, binding protein 1 (liprin beta 1)	3172	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10208	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	2170	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10209	PPEF2	protein phosphatase, EF-hand calcium binding domain 2	2326	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10210	PPEF1	protein phosphatase, EF-hand calcium binding domain 1	2022	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10211	PPDPF	pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)	357	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10212	PPCS	phosphopantothenoylcysteine synthetase	1013	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10213	PPCDC	phosphopantothenoylcysteine decarboxylase	635	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10214	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	397	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10215	PPAT	phosphoribosyl pyrophosphate amidotransferase	1605	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10216	PPARD	peroxisome proliferator-activated receptor delta	1374	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10217	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2	914	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10218	PPAPDC1B	phosphatidic acid phosphatase type 2 domain containing 1B	906	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10219	PPAPDC1A	phosphatidic acid phosphatase type 2 domain containing 1A	840	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10220	PPAP2C	phosphatidic acid phosphatase type 2C	1007	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10221	PPAP2B	phosphatidic acid phosphatase type 2B	956	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10222	PPAP2A	phosphatidic acid phosphatase type 2A	1034	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10223	PPAN-P2RY11	PPAN-P2RY11	2326	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10224	PPA2	pyrophosphatase (inorganic) 2	1051	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10225	POU6F2	POU class 6 homeobox 2	2116	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10226	POU5F2	POU domain class 5, transcription factor 2	989	147	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10227	POU5F1B	POU class 5 homeobox 1B	1080	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10228	POU4F3	POU class 4 homeobox 3	1025	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10229	POU4F2	POU class 4 homeobox 2	1234	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10230	POU3F4	POU class 3 homeobox 4	1088	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10231	POU3F3	POU class 3 homeobox 3	1502	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10232	POU3F2	POU class 3 homeobox 2	1332	0	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10233	POU3F1	POU class 3 homeobox 1	1358	157	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10234	POU2F3	POU class 2 homeobox 3	1361	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10235	POU2F1	POU class 2 homeobox 1	2292	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10236	POU2AF1	POU class 2 associating factor 1	787	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10237	POU1F1	POU class 1 homeobox 1	974	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10238	POTEH	POTE ankyrin domain family, member H	1679	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10239	POTED	POTE ankyrin domain family, member D	1799	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10240	POTEB	POTE ankyrin domain family, member B	2530	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10241	POTEA	POTE ankyrin domain family, member A	1547	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10242	PORCN	porcupine homolog (Drosophila)	1442	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10243	POR	P450 (cytochrome) oxidoreductase	2103	138	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10244	POPDC3	popeye domain containing 3	884	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10245	POP7	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	427	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10246	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	512	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10247	POP4	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)	689	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10248	POP1	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	3202	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10249	PON1	paraoxonase 1	1102	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10250	POMT1	protein-O-mannosyltransferase 1	2320	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10251	POMP	proteasome maturation protein	448	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10252	POMGNT1	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase	2067	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10253	POLRMT	polymerase (RNA) mitochondrial (DNA directed)	3777	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10254	POLR3K	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa	653	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10255	POLR3H	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	1229	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10256	POLR3GL	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like	725	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10257	POLR3G	polymerase (RNA) III (DNA directed) polypeptide G (32kD)	879	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10258	POLR3F	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa	1090	199	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10259	POLR3E	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	2207	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10260	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	1229	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10261	POLR3C	polymerase (RNA) III (DNA directed) polypeptide C (62kD)	1731	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10262	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B	3510	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10263	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	210	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10264	POLR2J2	polymerase (RNA) II (DNA directed) polypeptide J2	364	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10265	POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	368	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10266	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	607	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10267	POLR2H	polymerase (RNA) II (DNA directed) polypeptide H	534	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10268	POLR2G	polymerase (RNA) II (DNA directed) polypeptide G	547	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10269	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F	574	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10270	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	663	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10271	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D	443	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10272	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	1007	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10273	POLR1D	polymerase (RNA) I polypeptide D, 16kDa	757	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10274	POLR1C	polymerase (RNA) I polypeptide C, 30kDa	2452	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10275	POLR1A	polymerase (RNA) I polypeptide A, 194kDa	5486	20	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10276	POLN	polymerase (DNA directed) nu	3001	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10277	POLL	polymerase (DNA directed), lambda	1804	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10278	POLK	polymerase (DNA directed) kappa	2753	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10279	POLG2	polymerase (DNA directed), gamma 2, accessory subunit	1634	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10280	POLG	polymerase (DNA directed), gamma	3811	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10281	POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)	368	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10282	POLE3	polymerase (DNA directed), epsilon 3 (p17 subunit)	539	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10283	POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)	1660	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10284	POLE	polymerase (DNA directed), epsilon	7089	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10285	POLDIP3	polymerase (DNA-directed), delta interacting protein 3	1300	53	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10286	POLD4	polymerase (DNA-directed), delta 4	336	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10287	POLD3	polymerase (DNA-directed), delta 3, accessory subunit	1447	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10288	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	1452	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10289	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	3430	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10290	POLB	polymerase (DNA directed), beta	1060	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10291	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	1865	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10292	POLA1	polymerase (DNA directed), alpha 1	4535	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10293	POGK	pogo transposable element with KRAB domain	1850	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10294	POFUT2	protein O-fucosyltransferase 2	1461	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10295	POFUT1	protein O-fucosyltransferase 1	1238	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10296	POF1B	premature ovarian failure, 1B	1834	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10297	PODXL	podocalyxin-like	1709	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10298	PODNL1	podocan-like 1	1595	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10299	POC5	POC5 centriolar protein homolog (Chlamydomonas)	1785	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10300	POC1B	POC1 centriolar protein homolog B (Chlamydomonas)	3204	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10301	PNRC1	proline-rich nuclear receptor coactivator 1	988	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10302	PNPT1	polyribonucleotide nucleotidyltransferase 1	2462	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10303	PNPLA5	patatin-like phospholipase domain containing 5	1322	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10304	PNPLA4	patatin-like phospholipase domain containing 4	786	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10305	PNPLA3	patatin-like phospholipase domain containing 3	1478	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10306	PNPLA1	patatin-like phospholipase domain containing 1	1654	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10307	PNP	purine nucleoside phosphorylase	890	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10308	PNOC	prepronociceptin	543	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10309	PNO1	partner of NOB1 homolog (S. cerevisiae)	962	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10310	PNN	pinin, desmosome associated protein	2188	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10311	PNMAL2	PNMA-like 2	1908	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10312	PNMAL1	PNMA-like 1	1350	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10313	PNMA6A	paraneoplastic antigen like 6A	2400	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10314	PNMA5	paraneoplastic antigen like 5	1347	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10315	PNMA3	paraneoplastic antigen MA3	1392	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10316	PNMA2	paraneoplastic antigen MA2	1095	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10317	PNMA1	paraneoplastic antigen MA1	1062	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10318	PNLIPRP3	pancreatic lipase-related protein 3	1450	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10319	PNLDC1	poly(A)-specific ribonuclease (PARN)-like domain containing 1	1939	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10320	PNKD	paroxysmal nonkinesigenic dyskinesia	2487	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10321	PNCK	pregnancy upregulated non-ubiquitously expressed CaM kinase	1378	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10322	PMVK	phosphomevalonate kinase	595	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10323	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	2722	121	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10324	PMPCB	peptidase (mitochondrial processing) beta	1753	20	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10325	PMP22	peripheral myelin protein 22	501	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10326	PMP2	peripheral myelin protein 2	413	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10327	PMM2	phosphomannomutase 2	1321	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10328	PMM1	phosphomannomutase 1	819	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10329	PML	promyelocytic leukemia	3690	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10330	PMFBP1	polyamine modulated factor 1 binding protein 1	3164	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10331	PMF1	polyamine-modulated factor 1	825	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10332	PMCH	pro-melanin-concentrating hormone	510	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10333	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	169	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10334	PM20D2	peptidase M20 domain containing 2	1337	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10335	PLXNB3	plexin B3	5990	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10336	PLXNA3	plexin A3	5744	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10337	PLXDC2	plexin domain containing 2	1642	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10338	PLXDC1	plexin domain containing 1	1555	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10339	PLSCR5	phospholipid scramblase family, member 5	844	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10340	PLSCR4	phospholipid scramblase 4	1022	155	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10341	PLSCR3	phospholipid scramblase 3	912	149	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10342	PLSCR2	phospholipid scramblase 2	699	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10343	PLS3	plastin 3 (T isoform)	1953	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10344	PLS1	plastin 1 (I isoform)	1950	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10345	PLP2	proteolipid protein 2 (colonic epithelium-enriched)	475	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10346	PLP1	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	858	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10347	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	2289	28	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10348	PLLP	plasma membrane proteolipid (plasmolipin)	561	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10349	PLK4	polo-like kinase 4 (Drosophila)	2973	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10350	PLK1S1	polo-like kinase 1 substrate 1	2071	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10351	PLK1	polo-like kinase 1 (Drosophila)	1850	1	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10352	PLIN4	perilipin 4	4094	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10353	PLIN3	perilipin 3	1333	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10354	PLGLB2	plasminogen-like B2	612	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10355	PLGLB1	plasminogen-like B1	612	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10356	PLEKHO2	pleckstrin homology domain containing, family O member 2	1493	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10357	PLEKHM3	pleckstrin homology domain containing, family M, member 3	2310	8	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10358	PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1	3215	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10359	PLEKHH3	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	2430	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10360	PLEKHG7	pleckstrin homology domain containing, family G (with RhoGef domain) member 7	1180	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10361	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	2477	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10362	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B	3886	16	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10363	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	3656	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10364	PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	754	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10365	PLEKHF1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	844	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10366	PLEKHB2	pleckstrin homology domain containing, family B (evectins) member 2	697	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10367	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1	760	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10368	PLEKHA9	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 9	1241	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10369	PLEKHA8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	1503	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10370	PLEKHA6	pleckstrin homology domain containing, family A member 6	3231	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10371	PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	2416	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10372	PLEKHA3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	1154	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10373	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2	1322	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10374	PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	1259	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10375	PLEK2	pleckstrin 2	1096	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10376	PLEK	pleckstrin	1085	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10377	PLDN	pallidin homolog (mouse)	535	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10378	PLD6	phospholipase D family, member 6	765	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10379	PLD4	phospholipase D family, member 4	1559	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10380	PLD2	phospholipase D2	2897	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10381	PLD1	phospholipase D1, phosphatidylcholine-specific	3329	19	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10382	PLCZ1	phospholipase C, zeta 1	2770	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10383	PLCXD3	phosphatidylinositol-specific phospholipase C, X domain containing 3	976	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10384	PLCXD1	phosphatidylinositol-specific phospholipase C, X domain containing 1	996	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10385	PLCL2	phospholipase C-like 2	3400	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10386	PLCG1	phospholipase C, gamma 1	4000	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10387	PLCE1	phospholipase C, epsilon 1	7319	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10388	PLCD4	phospholipase C, delta 4	2349	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10389	PLCB4	phospholipase C, beta 4	3769	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10390	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	3882	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10391	PLBD2	phospholipase B domain containing 2	1816	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10392	PLBD1	phospholipase B domain containing 1	1702	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10393	PLAUR	plasminogen activator, urokinase receptor	1126	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10394	PLAGL1	pleiomorphic adenoma gene-like 1	1396	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10395	PLAG1	pleiomorphic adenoma gene 1	1567	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10396	PLAC8L1	PLAC8-like 1	548	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10397	PLAC8	placenta-specific 8	364	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10398	PLAC4	placenta-specific 4	453	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10399	PLAC1	placenta-specific 1	643	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10400	PLA2G7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	1370	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10401	PLA2G6	phospholipase A2, group VI (cytosolic, calcium-independent)	2485	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10402	PLA2G5	phospholipase A2, group V	433	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10403	PLA2G4F	phospholipase A2, group IVF	2628	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10404	PLA2G4C	phospholipase A2, group IVC (cytosolic, calcium-independent)	1757	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10405	PLA2G4B	phospholipase A2, group IVB (cytosolic)	2728	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10406	PLA2G4A	phospholipase A2, group IVA (cytosolic, calcium-dependent)	2318	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10407	PLA2G3	phospholipase A2, group III	1554	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
10408	PLA2G2F	phospholipase A2, group IIF	654	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
